ensembl_id,ensembl_base_id,gene_symbol,gene_description
ENSG00000213561.4,ENSG00000213561,AC103591.2,NA
ENSG00000213563.7,ENSG00000213563,C8orf82,NA
ENSG00000213569.4,ENSG00000213569,GTF3C6P2,NA
ENSG00000213574.2,ENSG00000213574,LDHAP5,NA
ENSG00000213585.11,ENSG00000213585,VDAC1,NA
ENSG00000213588.6,ENSG00000213588,ZBTB9,NA
ENSG00000213590.2,ENSG00000213590,AL807752.1,NA
ENSG00000213592.4,ENSG00000213592,PPIAP42,NA
ENSG00000213593.10,ENSG00000213593,TMX2,NA
ENSG00000213598.4,ENSG00000213598,AL049873.1,NA
ENSG00000213606.3,ENSG00000213606,AKR1B10P1,NA
ENSG00000213609.3,ENSG00000213609,RPL7AP50,NA
ENSG00000213612.3,ENSG00000213612,FAM220CP,NA
ENSG00000213613.2,ENSG00000213613,RPL11P3,NA
ENSG00000213614.10,ENSG00000213614,HEXA,NA
ENSG00000213619.11,ENSG00000213619,NDUFS3,NA
ENSG00000213621.3,ENSG00000213621,RPSAP54,NA
ENSG00000213625.9,ENSG00000213625,LEPROT,NA
ENSG00000213626.13,ENSG00000213626,LBH,NA
ENSG00000213638.6,ENSG00000213638,ADAT3,NA
ENSG00000213639.10,ENSG00000213639,PPP1CB,NA
ENSG00000213640.3,ENSG00000213640,EEF1DP4,NA
ENSG00000213654.10,ENSG00000213654,GPSM3,NA
ENSG00000213658.12,ENSG00000213658,LAT,NA
ENSG00000213672.8,ENSG00000213672,NCKIPSD,NA
ENSG00000213676.13,ENSG00000213676,ATF6B,NA
ENSG00000213684.4,ENSG00000213684,LDHBP2,NA
ENSG00000213693.4,ENSG00000213693,SEC14L1P1,NA
ENSG00000213694.6,ENSG00000213694,S1PR3,NA
ENSG00000213695.3,ENSG00000213695,RPS7P14,NA
ENSG00000213699.9,ENSG00000213699,SLC35F6,NA
ENSG00000213700.3,ENSG00000213700,RPL17P50,NA
ENSG00000213707.2,ENSG00000213707,HMGB1P10,NA
ENSG00000213713.3,ENSG00000213713,PIGCP1,NA
ENSG00000213714.1,ENSG00000213714,FAM209B,NA
ENSG00000213719.8,ENSG00000213719,CLIC1,NA
ENSG00000213722.10,ENSG00000213722,DDAH2,NA
ENSG00000213740.2,ENSG00000213740,SERBP1P1,NA
ENSG00000213741.11,ENSG00000213741,RPS29,NA
ENSG00000213742.7,ENSG00000213742,ZNF337-AS1,NA
ENSG00000213753.11,ENSG00000213753,CENPBD1P1,NA
ENSG00000213754.2,ENSG00000213754,KPNA4P1,NA
ENSG00000213757.3,ENSG00000213757,RPS3AP20,NA
ENSG00000213759.10,ENSG00000213759,UGT2B11,NA
ENSG00000213760.11,ENSG00000213760,ATP6V1G2,NA
ENSG00000213762.12,ENSG00000213762,ZNF134,NA
ENSG00000213763.4,ENSG00000213763,ACTBP2,NA
ENSG00000213771.3,ENSG00000213771,KRT8P37,NA
ENSG00000213780.11,ENSG00000213780,GTF2H4,NA
ENSG00000213782.7,ENSG00000213782,DDX47,NA
ENSG00000213790.2,ENSG00000213790,OLA1P1,NA
ENSG00000213793.5,ENSG00000213793,ZNF888,NA
ENSG00000213799.13,ENSG00000213799,ZNF845,NA
ENSG00000213801.4,ENSG00000213801,ZNF321P,NA
ENSG00000213809.9,ENSG00000213809,KLRK1,NA
ENSG00000213820.3,ENSG00000213820,RPL13P2,NA
ENSG00000213830.3,ENSG00000213830,CFL1P5,NA
ENSG00000213839.4,ENSG00000213839,TMX2P1,NA
ENSG00000213851.3,ENSG00000213851,AC098590.1,NA
ENSG00000213853.10,ENSG00000213853,EMP2,NA
ENSG00000213856.3,ENSG00000213856,VDAC1P2,NA
ENSG00000213857.3,ENSG00000213857,AL080243.1,NA
ENSG00000213859.7,ENSG00000213859,KCTD11,NA
ENSG00000213860.4,ENSG00000213860,RPL21P75,NA
ENSG00000213862.4,ENSG00000213862,AC044787.1,NA
ENSG00000213864.3,ENSG00000213864,EEF1B2P2,NA
ENSG00000213866.3,ENSG00000213866,YBX1P10,NA
ENSG00000213875.3,ENSG00000213875,AC005019.1,NA
ENSG00000213876.4,ENSG00000213876,RPL7AP64,NA
ENSG00000213881.3,ENSG00000213881,NPM1P6,NA
ENSG00000213885.4,ENSG00000213885,RPL13AP7,NA
ENSG00000213888.3,ENSG00000213888,LINC01521,NA
ENSG00000213889.10,ENSG00000213889,PPM1N,NA
ENSG00000213891.3,ENSG00000213891,RPL3P6,NA
ENSG00000213892.12,ENSG00000213892,CEACAM16,NA
ENSG00000213900.2,ENSG00000213900,RPS17P1,NA
ENSG00000213901.11,ENSG00000213901,SLC23A3,NA
ENSG00000213903.9,ENSG00000213903,LTB4R,NA
ENSG00000213904.9,ENSG00000213904,LIPE-AS1,NA
ENSG00000213906.10,ENSG00000213906,LTB4R2,NA
ENSG00000213918.10,ENSG00000213918,DNASE1,NA
ENSG00000213923.13,ENSG00000213923,CSNK1E,NA
ENSG00000213928.9,ENSG00000213928,IRF9,NA
ENSG00000213930.12,ENSG00000213930,GALT,NA
ENSG00000213937.4,ENSG00000213937,CLDN9,NA
ENSG00000213938.3,ENSG00000213938,SEPHS1P6,NA
ENSG00000213939.4,ENSG00000213939,AC091153.1,NA
ENSG00000213942.3,ENSG00000213942,AC005840.1,NA
ENSG00000213943.3,ENSG00000213943,KRT18P17,NA
ENSG00000213946.3,ENSG00000213946,DNAJB1P1,NA
ENSG00000213949.10,ENSG00000213949,ITGA1,NA
ENSG00000213950.2,ENSG00000213950,RPS10P2,NA
ENSG00000213963.6,ENSG00000213963,AC019080.1,NA
ENSG00000213965.3,ENSG00000213965,NUDT19,NA
ENSG00000213967.11,ENSG00000213967,ZNF726,NA
ENSG00000213970.4,ENSG00000213970,AC006122.1,NA
ENSG00000213973.9,ENSG00000213973,ZNF99,NA
ENSG00000213976.4,ENSG00000213976,AC010615.1,NA
ENSG00000213977.8,ENSG00000213977,TAX1BP3,NA
ENSG00000213983.12,ENSG00000213983,AP1G2,NA
ENSG00000213985.4,ENSG00000213985,AC078899.1,NA
ENSG00000213988.11,ENSG00000213988,ZNF90,NA
ENSG00000213994.3,ENSG00000213994,AL157395.1,NA
ENSG00000213995.11,ENSG00000213995,NAXD,NA
ENSG00000213996.13,ENSG00000213996,TM6SF2,NA
ENSG00000213999.17,ENSG00000213999,MEF2B,NA
ENSG00000214012.4,ENSG00000214012,KRT18P38,NA
ENSG00000214013.9,ENSG00000214013,GANC,NA
ENSG00000214016.3,ENSG00000214016,RPSAP61,NA
ENSG00000214018.3,ENSG00000214018,RRM2P3,NA
ENSG00000214021.16,ENSG00000214021,TTLL3,NA
ENSG00000214022.11,ENSG00000214022,REPIN1,NA
ENSG00000214026.11,ENSG00000214026,MRPL23,NA
ENSG00000214029.5,ENSG00000214029,ZNF891,NA
ENSG00000214043.8,ENSG00000214043,LINC02347,NA
ENSG00000214046.9,ENSG00000214046,SMIM7,NA
ENSG00000214049.8,ENSG00000214049,UCA1,NA
ENSG00000214050.8,ENSG00000214050,FBXO16,NA
ENSG00000214063.11,ENSG00000214063,TSPAN4,NA
ENSG00000214077.4,ENSG00000214077,GNAQP1,NA
ENSG00000214078.13,ENSG00000214078,CPNE1,NA
ENSG00000214087.8,ENSG00000214087,ARL16,NA
ENSG00000214093.3,ENSG00000214093,AL096701.1,NA
ENSG00000214100.8,ENSG00000214100,PLAC9P1,NA
ENSG00000214102.7,ENSG00000214102,WEE2,NA
ENSG00000214106.9,ENSG00000214106,PAXIP1-AS2,NA
ENSG00000214108.4,ENSG00000214108,TPT1P5,NA
ENSG00000214113.11,ENSG00000214113,LYRM4,NA
ENSG00000214114.9,ENSG00000214114,MYCBP,NA
ENSG00000214121.4,ENSG00000214121,PRDX1P1,NA
ENSG00000214128.11,ENSG00000214128,TMEM213,NA
ENSG00000214135.8,ENSG00000214135,AC132008.2,NA
ENSG00000214140.11,ENSG00000214140,PRCD,NA
ENSG00000214145.7,ENSG00000214145,LINC00887,NA
ENSG00000214146.3,ENSG00000214146,LINC02026,NA
ENSG00000214160.10,ENSG00000214160,ALG3,NA
ENSG00000214174.8,ENSG00000214174,AMZ2P1,NA
ENSG00000214176.9,ENSG00000214176,PLEKHM1P1,NA
ENSG00000214182.5,ENSG00000214182,PTMAP5,NA
ENSG00000214184.3,ENSG00000214184,GCC2-AS1,NA
ENSG00000214185.3,ENSG00000214185,XPOTP1,NA
ENSG00000214188.9,ENSG00000214188,ST7-OT4,NA
ENSG00000214189.9,ENSG00000214189,ZNF788P,NA
ENSG00000214192.3,ENSG00000214192,UBE2V1P2,NA
ENSG00000214193.11,ENSG00000214193,SH3D21,NA
ENSG00000214194.9,ENSG00000214194,SMIM30,NA
ENSG00000214198.8,ENSG00000214198,TTC41P,NA
ENSG00000214199.3,ENSG00000214199,EEF1A1P12,NA
ENSG00000214203.4,ENSG00000214203,RPS4XP1,NA
ENSG00000214207.2,ENSG00000214207,KRT18P10,NA
ENSG00000214212.9,ENSG00000214212,C19orf38,NA
ENSG00000214222.2,ENSG00000214222,TUBBP2,NA
ENSG00000214223.4,ENSG00000214223,HNRNPA1P10,NA
ENSG00000214226.9,ENSG00000214226,C17orf67,NA
ENSG00000214243.3,ENSG00000214243,AC004980.2,NA
ENSG00000214248.2,ENSG00000214248,AC010336.1,NA
ENSG00000214249.3,ENSG00000214249,CTAGE11P,NA
ENSG00000214253.9,ENSG00000214253,FIS1,NA
ENSG00000214263.2,ENSG00000214263,RPSAP53,NA
ENSG00000214264.4,ENSG00000214264,KCTD9P4,NA
ENSG00000214269.3,ENSG00000214269,LGMNP1,NA
ENSG00000214273.4,ENSG00000214273,AGGF1P1,NA
ENSG00000214274.10,ENSG00000214274,ANG,NA
ENSG00000214279.13,ENSG00000214279,SCART1,NA
ENSG00000214282.3,ENSG00000214282,KRT8P14,NA
ENSG00000214290.8,ENSG00000214290,COLCA2,NA
ENSG00000214293.9,ENSG00000214293,APTR,NA
ENSG00000214297.3,ENSG00000214297,ALDOAP2,NA
ENSG00000214300.7,ENSG00000214300,SPDYE3,NA
ENSG00000214309.5,ENSG00000214309,MBLAC1,NA
ENSG00000214313.8,ENSG00000214313,AZGP1P1,NA
ENSG00000214321.3,ENSG00000214321,CBX1P4,NA
ENSG00000214331.8,ENSG00000214331,AC009053.1,NA
ENSG00000214338.10,ENSG00000214338,SOGA3,NA
ENSG00000214344.4,ENSG00000214344,OR4F13P,NA
ENSG00000214353.8,ENSG00000214353,VAC14-AS1,NA
ENSG00000214357.9,ENSG00000214357,NEURL1B,NA
ENSG00000214359.3,ENSG00000214359,RPL18P10,NA
ENSG00000214362.2,ENSG00000214362,RPS3AP36,NA
ENSG00000214367.9,ENSG00000214367,HAUS3,NA
ENSG00000214376.6,ENSG00000214376,VSTM5,NA
ENSG00000214381.6,ENSG00000214381,LINC00488,NA
ENSG00000214389.2,ENSG00000214389,RPS3AP26,NA
ENSG00000214391.3,ENSG00000214391,TUBAP2,NA
ENSG00000214401.4,ENSG00000214401,KANSL1-AS1,NA
ENSG00000214402.7,ENSG00000214402,LCNL1,NA
ENSG00000214413.9,ENSG00000214413,BBIP1,NA
ENSG00000214417.4,ENSG00000214417,KRT18P13,NA
ENSG00000214425.8,ENSG00000214425,LRRC37A4P,NA
ENSG00000214432.9,ENSG00000214432,VPS33B-DT,NA
ENSG00000214433.4,ENSG00000214433,GOLGA2P8,NA
ENSG00000214439.4,ENSG00000214439,FAM185BP,NA
ENSG00000214456.8,ENSG00000214456,PLIN5,NA
ENSG00000214460.3,ENSG00000214460,TPT1P6,NA
ENSG00000214465.3,ENSG00000214465,SMARCE1P6,NA
ENSG00000214485.6,ENSG00000214485,RPL7P1,NA
ENSG00000214491.8,ENSG00000214491,SEC14L6,NA
ENSG00000214510.10,ENSG00000214510,SPINK13,NA
ENSG00000214514.8,ENSG00000214514,KRT42P,NA
ENSG00000214517.10,ENSG00000214517,PPME1,NA
ENSG00000214530.9,ENSG00000214530,STARD10,NA
ENSG00000214534.5,ENSG00000214534,ZNF705E,NA
ENSG00000214535.3,ENSG00000214535,RPS15AP1,NA
ENSG00000214544.7,ENSG00000214544,GTF2IRD2P1,NA
ENSG00000214546.4,ENSG00000214546,AC087491.1,NA
ENSG00000214548.18,ENSG00000214548,MEG3,NA
ENSG00000214553.10,ENSG00000214553,LRRC37A11P,NA
ENSG00000214562.15,ENSG00000214562,NUTM2D,NA
ENSG00000214575.9,ENSG00000214575,CPEB1,NA
ENSG00000214578.5,ENSG00000214578,HMGN2P15,NA
ENSG00000214595.12,ENSG00000214595,EML6,NA
ENSG00000214612.3,ENSG00000214612,RPS19P1,NA
ENSG00000214617.9,ENSG00000214617,SLC6A10P,NA
ENSG00000214646.8,ENSG00000214646,COMMD4P1,NA
ENSG00000214650.3,ENSG00000214650,AC073592.1,NA
ENSG00000214652.6,ENSG00000214652,ZNF727,NA
ENSG00000214654.8,ENSG00000214654,B3GNT10,NA
ENSG00000214655.11,ENSG00000214655,ZSWIM8,NA
ENSG00000214659.4,ENSG00000214659,KRT8P26,NA
ENSG00000214686.7,ENSG00000214686,IQCF6,NA
ENSG00000214691.9,ENSG00000214691,LINC01913,NA
ENSG00000214694.12,ENSG00000214694,ARHGEF33,NA
ENSG00000214706.10,ENSG00000214706,IFRD2,NA
ENSG00000214708.4,ENSG00000214708,AC116407.1,NA
ENSG00000214711.10,ENSG00000214711,CAPN14,NA
ENSG00000214717.12,ENSG00000214717,ZBED1,NA
ENSG00000214719.13,ENSG00000214719,AC005562.1,NA
ENSG00000214725.9,ENSG00000214725,CDIPTOSP,NA
ENSG00000214753.4,ENSG00000214753,HNRNPUL2,NA
ENSG00000214754.3,ENSG00000214754,AC004870.1,NA
ENSG00000214756.8,ENSG00000214756,CSKMT,NA
ENSG00000214765.8,ENSG00000214765,SEPTIN7P2,NA
ENSG00000214770.3,ENSG00000214770,AL161756.1,NA
ENSG00000214772.2,ENSG00000214772,AC010168.1,NA
ENSG00000214776.12,ENSG00000214776,AC092821.1,NA
ENSG00000214783.9,ENSG00000214783,POLR2J4,NA
ENSG00000214784.4,ENSG00000214784,RPS3AP21,NA
ENSG00000214787.10,ENSG00000214787,MS4A4E,NA
ENSG00000214796.8,ENSG00000214796,TUBA5P,NA
ENSG00000214814.7,ENSG00000214814,FER1L6,NA
ENSG00000214820.3,ENSG00000214820,MPRIPP1,NA
ENSG00000214826.5,ENSG00000214826,DDX12P,NA
ENSG00000214827.11,ENSG00000214827,MTCP1,NA
ENSG00000214832.5,ENSG00000214832,UPF3AP2,NA
ENSG00000214837.8,ENSG00000214837,LINC01347,NA
ENSG00000214842.5,ENSG00000214842,RAD51AP2,NA
ENSG00000214846.4,ENSG00000214846,AC114744.1,NA
ENSG00000214851.5,ENSG00000214851,LINC00612,NA
ENSG00000214855.9,ENSG00000214855,APOC1P1,NA
ENSG00000214860.5,ENSG00000214860,EVPLL,NA
ENSG00000214867.3,ENSG00000214867,SRSF9P1,NA
ENSG00000214870.9,ENSG00000214870,AC004540.1,NA
ENSG00000214872.8,ENSG00000214872,SMTNL1,NA
ENSG00000214881.4,ENSG00000214881,TMEM14DP,NA
ENSG00000214888.3,ENSG00000214888,AL772337.1,NA
ENSG00000214890.3,ENSG00000214890,AC020937.1,NA
ENSG00000214894.6,ENSG00000214894,LINC00243,NA
ENSG00000214900.11,ENSG00000214900,LINC01588,NA
ENSG00000214914.3,ENSG00000214914,RPL23AP3,NA
ENSG00000214919.3,ENSG00000214919,AC104472.1,NA
ENSG00000214922.9,ENSG00000214922,HLA-F-AS1,NA
ENSG00000214941.8,ENSG00000214941,ZSWIM7,NA
ENSG00000214944.9,ENSG00000214944,ARHGEF28,NA
ENSG00000214954.8,ENSG00000214954,LRRC69,NA
ENSG00000214955.5,ENSG00000214955,AP000317.1,NA
ENSG00000214960.11,ENSG00000214960,CRPPA,NA
ENSG00000214961.2,ENSG00000214961,NT5DC1P2,NA
ENSG00000214973.3,ENSG00000214973,CHCHD3P3,NA
ENSG00000214975.4,ENSG00000214975,PPIAP29,NA
ENSG00000214999.3,ENSG00000214999,AC129492.1,NA
ENSG00000215006.4,ENSG00000215006,CHCHD2P2,NA
ENSG00000215009.5,ENSG00000215009,ACSM4,NA
ENSG00000215012.9,ENSG00000215012,RTL10,NA
ENSG00000215014.5,ENSG00000215014,AL645728.1,NA
ENSG00000215018.10,ENSG00000215018,COL28A1,NA
ENSG00000215021.10,ENSG00000215021,PHB2,NA
ENSG00000215022.7,ENSG00000215022,AL008729.1,NA
ENSG00000215023.2,ENSG00000215023,AC131097.1,NA
ENSG00000215030.5,ENSG00000215030,RPL13P12,NA
ENSG00000215032.2,ENSG00000215032,GNL3LP1,NA
ENSG00000215039.7,ENSG00000215039,CD27-AS1,NA
ENSG00000215041.10,ENSG00000215041,NEURL4,NA
ENSG00000215045.8,ENSG00000215045,GRID2IP,NA
ENSG00000215049.3,ENSG00000215049,PRDX2P1,NA
ENSG00000215067.10,ENSG00000215067,ALOX12-AS1,NA
ENSG00000215068.8,ENSG00000215068,AC025171.2,NA
ENSG00000215086.2,ENSG00000215086,NPM1P24,NA
ENSG00000215089.3,ENSG00000215089,KRT18P11,NA
ENSG00000215093.3,ENSG00000215093,EEF1A1P29,NA
ENSG00000215097.3,ENSG00000215097,AL731733.1,NA
ENSG00000215105.4,ENSG00000215105,TTC3P1,NA
ENSG00000215114.10,ENSG00000215114,UBXN2B,NA
ENSG00000215126.10,ENSG00000215126,CBWD6,NA
ENSG00000215146.5,ENSG00000215146,BX322639.1,NA
ENSG00000215154.6,ENSG00000215154,AC141586.1,NA
ENSG00000215156.5,ENSG00000215156,AC138409.1,NA
ENSG00000215158.9,ENSG00000215158,AC138409.2,NA
ENSG00000215162.2,ENSG00000215162,LINC00269,NA
ENSG00000215182.8,ENSG00000215182,MUC5AC,NA
ENSG00000215187.12,ENSG00000215187,FAM166B,NA
ENSG00000215190.9,ENSG00000215190,LINC00680,NA
ENSG00000215193.13,ENSG00000215193,PEX26,NA
ENSG00000215196.5,ENSG00000215196,BASP1-AS1,NA
ENSG00000215199.3,ENSG00000215199,YWHAZP6,NA
ENSG00000215210.3,ENSG00000215210,RBMXP2,NA
ENSG00000215217.7,ENSG00000215217,C5orf49,NA
ENSG00000215218.4,ENSG00000215218,UBE2QL1,NA
ENSG00000215231.8,ENSG00000215231,LINC01020,NA
ENSG00000215237.6,ENSG00000215237,AL592293.1,NA
ENSG00000215241.4,ENSG00000215241,LINC02449,NA
ENSG00000215244.3,ENSG00000215244,LINC02649,NA
ENSG00000215246.5,ENSG00000215246,AC116351.1,NA
ENSG00000215251.4,ENSG00000215251,FASTKD5,NA
ENSG00000215252.11,ENSG00000215252,GOLGA8B,NA
ENSG00000215256.4,ENSG00000215256,DHRS4-AS1,NA
ENSG00000215267.8,ENSG00000215267,AKR1C7P,NA
ENSG00000215270.3,ENSG00000215270,TOMM40P2,NA
ENSG00000215271.9,ENSG00000215271,HOMEZ,NA
ENSG00000215277.8,ENSG00000215277,RNF212B,NA
ENSG00000215283.3,ENSG00000215283,HMGB3P24,NA
ENSG00000215296.10,ENSG00000215296,TMCO5B,NA
ENSG00000215301.11,ENSG00000215301,DDX3X,NA
ENSG00000215302.8,ENSG00000215302,AC127502.1,NA
ENSG00000215305.10,ENSG00000215305,VPS16,NA
ENSG00000215319.2,ENSG00000215319,EIF5P1,NA
ENSG00000215325.4,ENSG00000215325,ASS1P10,NA
ENSG00000215326.3,ENSG00000215326,GPX1P2,NA
ENSG00000215333.3,ENSG00000215333,KRT18P23,NA
ENSG00000215347.4,ENSG00000215347,SLC25A5P1,NA
ENSG00000215374.6,ENSG00000215374,FAM66B,NA
ENSG00000215375.6,ENSG00000215375,MYL5,NA
ENSG00000215386.13,ENSG00000215386,MIR99AHG,NA
ENSG00000215388.3,ENSG00000215388,ACTG1P3,NA
ENSG00000215409.4,ENSG00000215409,AL355493.1,NA
ENSG00000215414.4,ENSG00000215414,PSMA6P1,NA
ENSG00000215417.13,ENSG00000215417,MIR17HG,NA
ENSG00000215421.9,ENSG00000215421,ZNF407,NA
ENSG00000215424.10,ENSG00000215424,MCM3AP-AS1,NA
ENSG00000215440.12,ENSG00000215440,NPEPL1,NA
ENSG00000215452.5,ENSG00000215452,ZNF663P,NA
ENSG00000215456.6,ENSG00000215456,BCRP4,NA
ENSG00000215458.8,ENSG00000215458,AATBC,NA
ENSG00000215464.4,ENSG00000215464,AP000354.1,NA
ENSG00000215475.5,ENSG00000215475,SIAH3,NA
ENSG00000215478.8,ENSG00000215478,CES5AP1,NA
ENSG00000215481.9,ENSG00000215481,BCRP3,NA
ENSG00000215483.11,ENSG00000215483,LINC00598,NA
ENSG00000215492.6,ENSG00000215492,HNRNPA1P7,NA
ENSG00000215493.3,ENSG00000215493,AC007731.1,NA
ENSG00000215529.12,ENSG00000215529,EFCAB8,NA
ENSG00000215533.8,ENSG00000215533,LINC00189,NA
ENSG00000215548.2,ENSG00000215548,FRG1JP,NA
ENSG00000215559.8,ENSG00000215559,ANKRD20A11P,NA
ENSG00000215571.5,ENSG00000215571,GRK6P1,NA
ENSG00000215580.11,ENSG00000215580,BCORP1,NA
ENSG00000215595.2,ENSG00000215595,C20orf202,NA
ENSG00000215630.6,ENSG00000215630,GUSBP9,NA
ENSG00000215644.10,ENSG00000215644,GCGR,NA
ENSG00000215704.10,ENSG00000215704,CELA2B,NA
ENSG00000215712.11,ENSG00000215712,TMEM242,NA
ENSG00000215717.7,ENSG00000215717,TMEM167B,NA
ENSG00000215769.8,ENSG00000215769,ARHGAP27P1-BPTFP1-KPNA2P3,NA
ENSG00000215784.6,ENSG00000215784,FAM72D,NA
ENSG00000215785.2,ENSG00000215785,CFL1P6,NA
ENSG00000215788.11,ENSG00000215788,TNFRSF25,NA
ENSG00000215790.8,ENSG00000215790,SLC35E2A,NA
ENSG00000215795.2,ENSG00000215795,AL390728.2,NA
ENSG00000215808.4,ENSG00000215808,LINC01139,NA
ENSG00000215817.7,ENSG00000215817,ZC3H11B,NA
ENSG00000215835.2,ENSG00000215835,AL596087.1,NA
ENSG00000215838.4,ENSG00000215838,AL451074.1,NA
ENSG00000215840.3,ENSG00000215840,AL592295.1,NA
ENSG00000215845.11,ENSG00000215845,TSTD1,NA
ENSG00000215853.3,ENSG00000215853,RPTN,NA
ENSG00000215859.9,ENSG00000215859,PDZK1P1,NA
ENSG00000215861.6,ENSG00000215861,AC245297.1,NA
ENSG00000215866.8,ENSG00000215866,LINC01356,NA
ENSG00000215869.4,ENSG00000215869,AC092506.1,NA
ENSG00000215883.10,ENSG00000215883,CYB5RL,NA
ENSG00000215895.4,ENSG00000215895,HSPA5P1,NA
ENSG00000215899.3,ENSG00000215899,AC209007.1,NA
ENSG00000215908.10,ENSG00000215908,CROCCP2,NA
ENSG00000215910.7,ENSG00000215910,C1orf167,NA
ENSG00000215912.12,ENSG00000215912,TTC34,NA
ENSG00000215914.4,ENSG00000215914,MMP23A,NA
ENSG00000215915.10,ENSG00000215915,ATAD3C,NA
ENSG00000216285.5,ENSG00000216285,AC078819.1,NA
ENSG00000216436.2,ENSG00000216436,H2AC2P,NA
ENSG00000216480.2,ENSG00000216480,AL078604.1,NA
ENSG00000216490.4,ENSG00000216490,IFI30,NA
ENSG00000216560.4,ENSG00000216560,LINC00955,NA
ENSG00000216588.9,ENSG00000216588,IGSF23,NA
ENSG00000216624.3,ENSG00000216624,GAPDHP72,NA
ENSG00000216775.3,ENSG00000216775,AL109918.1,NA
ENSG00000216809.1,ENSG00000216809,AL589993.1,NA
ENSG00000216863.10,ENSG00000216863,LY86-AS1,NA
ENSG00000216866.5,ENSG00000216866,RPS2P55,NA
ENSG00000216895.9,ENSG00000216895,AC009403.1,NA
ENSG00000216901.1,ENSG00000216901,ZNF603P,NA
ENSG00000216906.2,ENSG00000216906,AL355312.1,NA
ENSG00000216921.9,ENSG00000216921,FAM240C,NA
ENSG00000216937.13,ENSG00000216937,CCDC7,NA
ENSG00000217026.3,ENSG00000217026,RPL10P1,NA
ENSG00000217027.1,ENSG00000217027,TPT1P4,NA
ENSG00000217078.1,ENSG00000217078,AL021407.1,NA
ENSG00000217094.2,ENSG00000217094,PPIAP31,NA
ENSG00000217128.12,ENSG00000217128,FNIP1,NA
ENSG00000217130.1,ENSG00000217130,AL139100.1,NA
ENSG00000217165.1,ENSG00000217165,ANKRD18EP,NA
ENSG00000217241.1,ENSG00000217241,CBX3P9,NA
ENSG00000217261.4,ENSG00000217261,POM121L4P,NA
ENSG00000217275.2,ENSG00000217275,AL031777.1,NA
ENSG00000217325.2,ENSG00000217325,PRELID1P1,NA
ENSG00000217416.4,ENSG00000217416,ISCA1P1,NA
ENSG00000217442.4,ENSG00000217442,SYCE3,NA
ENSG00000217447.1,ENSG00000217447,AL021331.1,NA
ENSG00000217455.8,ENSG00000217455,AC073316.1,NA
ENSG00000217555.13,ENSG00000217555,CKLF,NA
ENSG00000217624.2,ENSG00000217624,YWHAZP10,NA
ENSG00000217643.1,ENSG00000217643,PTGES3P2,NA
ENSG00000217648.1,ENSG00000217648,AL136116.3,NA
ENSG00000217702.3,ENSG00000217702,AC073263.1,NA
ENSG00000217716.3,ENSG00000217716,RPS10P3,NA
ENSG00000217801.10,ENSG00000217801,AL390719.1,NA
ENSG00000217862.2,ENSG00000217862,H4C10P,NA
ENSG00000217930.8,ENSG00000217930,PAM16,NA
ENSG00000218014.1,ENSG00000218014,KRT19P1,NA
ENSG00000218018.3,ENSG00000218018,RBM38-AS1,NA
ENSG00000218027.2,ENSG00000218027,AL512329.1,NA
ENSG00000218048.2,ENSG00000218048,AL121949.1,NA
ENSG00000218052.5,ENSG00000218052,ADAMTS7P4,NA
ENSG00000218175.2,ENSG00000218175,AC016739.1,NA
ENSG00000218208.1,ENSG00000218208,RPS27AP11,NA
ENSG00000218226.1,ENSG00000218226,TATDN2P2,NA
ENSG00000218265.1,ENSG00000218265,RPS4XP7,NA
ENSG00000218283.2,ENSG00000218283,MORF4L1P1,NA
ENSG00000218336.9,ENSG00000218336,TENM3,NA
ENSG00000218350.1,ENSG00000218350,LYPLA1P3,NA
ENSG00000218358.2,ENSG00000218358,RAET1K,NA
ENSG00000218416.4,ENSG00000218416,AC110619.1,NA
ENSG00000218418.2,ENSG00000218418,AL591135.1,NA
ENSG00000218426.5,ENSG00000218426,AL590867.2,NA
ENSG00000218510.8,ENSG00000218510,LINC00339,NA
ENSG00000218537.1,ENSG00000218537,MIF-AS1,NA
ENSG00000218582.2,ENSG00000218582,GAPDHP63,NA
ENSG00000218586.3,ENSG00000218586,AC006971.1,NA
ENSG00000218631.1,ENSG00000218631,AL117344.1,NA
ENSG00000218672.1,ENSG00000218672,AC008060.1,NA
ENSG00000218739.10,ENSG00000218739,CEBPZOS,NA
ENSG00000218793.1,ENSG00000218793,AL049697.3,NA
ENSG00000218891.5,ENSG00000218891,ZNF579,NA
ENSG00000218980.2,ENSG00000218980,FTH1P15,NA
ENSG00000219023.1,ENSG00000219023,AL033519.3,NA
ENSG00000219102.3,ENSG00000219102,HNRNPA3P12,NA
ENSG00000219133.2,ENSG00000219133,AL592114.1,NA
ENSG00000219186.2,ENSG00000219186,FTH1P19,NA
ENSG00000219200.12,ENSG00000219200,RNASEK,NA
ENSG00000219201.4,ENSG00000219201,AC138392.1,NA
ENSG00000219355.2,ENSG00000219355,RPL31P52,NA
ENSG00000219392.1,ENSG00000219392,ZNF602P,NA
ENSG00000219395.2,ENSG00000219395,HSPA8P15,NA
ENSG00000219410.6,ENSG00000219410,AC125494.1,NA
ENSG00000219438.9,ENSG00000219438,TAFA5,NA
ENSG00000219451.3,ENSG00000219451,RPL23P8,NA
ENSG00000219470.1,ENSG00000219470,AL355802.1,NA
